id;price;currency;condition;Marca;Puertas;Tipo de combustible;Kilómetros;Modelo;Versión;Año;adressstate_name;adresscity_name;Motor;Transmisión
166447;3196589;ARS;used;Chevrolet;5;Nafta;72467;Tracker;1.8 Ltz Fwd Mt 140cv;2016;Capital Federal;Capital Federal;1.8;Manual
172814;3127259;ARS;used;Chevrolet;5;Nafta;95035;Tracker;1.8 Ltz Fwd Mt 140cv;2016;Capital Federal;Capital Federal;1.8;Manual
174269;3889576;ARS;used;Chevrolet;5;Nafta;24000;Tracker;1.8 Ltz;2017;Capital Federal;Capital Federal;1.8;Manual
175547;3968885;ARS;used;Chevrolet;5;Nafta;56775;Tracker;1.8 Ltz+;2017;Capital Federal;Capital Federal;1.8;Automática
176714;3998792;ARS;used;Chevrolet;5;Nafta;55269;Tracker;1.8 Ltz+ 140cv;2017;Capital Federal;Capital Federal;1.8;Automática
162684;2723361;ARS;used;Ds;3;Nafta;99210;DS3;1.6 Vti 120 So Chic;2016;Capital Federal;Capital Federal;1.6;Manual
136456;2794022;ARS;used;Renault;4;Nafta;97124;Duster Oroch;1.6 Outsider;2016;Capital Federal;Capital Federal;1.6;Manual
178321;2971998;ARS;used;Renault;4;Nafta;;Duster Oroch;2.0 Outsider Plus;2016;Capital Federal;Capital Federal;2;Manual
170287;3339144;ARS;used;Renault;4;Nafta;71257;Duster Oroch;2.0 Outsider Plus;2018;Capital Federal;Capital Federal;2;Manual
180013;4011768;ARS;used;Renault;4;Nafta;;Duster Oroch;2.0 Outsider Plus;2019;Capital Federal;Capital Federal;2;Manual
180012;3258791;ARS;used;Renault;3;Diesel;;Kangoo;1.5 Furgon Ph3 Confort 5as Lc;2019;Capital Federal;Capital Federal;1.5;Manual
178320;3405328;ARS;used;Renault;3;Diesel;;Kangoo;Ii Express Confort 1.5 Dci;2020;Capital Federal;Capital Federal;1.5;Manual
163561;3177354;ARS;used;Volkswagen;5;Nafta;84102;Golf Variant;1.6 Trendline At;2017;Capital Federal;Capital Federal;1.6;Automática
172410;1834181;ARS;used;Volkswagen;5;Nafta;;Up;1.0 Move Up! 75cv 5 p;2016;Capital Federal;Capital Federal;1;Manual
177770;2158791;ARS;used;Volkswagen;5;Nafta;56889;Up;1.0 White Up 75cv;2016;Capital Federal;Capital Federal;1;Manual
132155;2355826;ARS;used;Volkswagen;3;Nafta;78770;Up;1.0 Take Up! Aa 75cv;2018;Capital Federal;Capital Federal;1;Manual
183159;3117757;ARS;used;Volkswagen;5;Nafta;3678;Up;1.0 Cross Up!;2019;Capital Federal;Capital Federal;1;Manual
167494;2109422;ARS;used;Citroën;4;Nafta;88000;C-Elysée;1.6 Feel Vti 115cv;2017;Capital Federal;Capital Federal;1.6;Manual
140095;4871277;ARS;used;Citroën;5;Nafta;28504;C4 Cactus;1.6 THP 165 At6 Shine Bi Tono;2019;Capital Federal;Capital Federal;0;Automática
133077;4746162;ARS;used;Citroën;5;Nafta;14121;C4 Cactus;1.6 THP 165 At6 Shine Bi Tono;2020;Capital Federal;Capital Federal;0;Automática
137029;4925002;ARS;used;Honda;5;Nafta;13000;Hr-V;1.8 Lx 2wd Cvt L/19;2019;Capital Federal;Capital Federal;0;Automática
175211;4189290;ARS;used;Jeep;5;Nafta;30000;Renegade;1.8 Sport L/18;2019;Capital Federal;Capital Federal;0;Manual
168186;1464456;ARS;used;Peugeot;5;Nafta;64850;207;1.4 Allure;2013;Capital Federal;Capital Federal;0;Manual
185377;2623585;ARS;used;Renault;5;Diesel;18282;Kwid;1.0 Sce 66cv Outsider;2019;Capital Federal;Capital Federal;0;Manual
179627;2915812;ARS;used;Toyota;4;Nafta;58631;Etios;1.5 Sedan Xls At L/16;2017;Capital Federal;Capital Federal;0;Automática
185168;2691973;ARS;used;Toyota;4;Nafta;34269;Etios;1.5 Sedan Xls At L/17;2017;Capital Federal;Capital Federal;0;Automática
165203;2210358;ARS;used;Toyota;4;Nafta;100222;Etios;1.5 Sedan Xls L/18;2018;Capital Federal;Capital Federal;0;Manual
171733;2545536;ARS;used;Toyota;5;Nafta;62359;Etios;1.5 X;2019;Capital Federal;Capital Federal;0;Manual
185199;3157191;ARS;used;Toyota;5;Nafta;;Etios;1.5 Xls At ;2019;Capital Federal;Capital Federal;0;Automática
168999;3282239;ARS;used;Toyota;5;Nafta;50833;Yaris;1.5 107cv Xs 5 p;2018;Capital Federal;Capital Federal;0;Manual
174880;3812886;ARS;used;Toyota;4;Nafta;14503;Yaris;1.5 107cv Xls CVT 4 p;2020;Capital Federal;Capital Federal;0;Automática
139747;4811113;ARS;used;Toyota;4;Nafta;18543;Corolla;2.0 XLI MT;2021;Capital Federal;Capital Federal;0;Manual
182740;5385241;ARS;used;Toyota;4;Nafta;;Corolla;2.0 SEG CVT;2020;Capital Federal;Capital Federal;0;Automática
166398;4935095;ARS;used;Volkswagen;5;Nafta;52000;T-Cross;1.6 Highline At;2020;Capital Federal;Capital Federal;0;Automática
180761;1662672;ARS;used;Volkswagen;5;Nafta;91026;Suran;1.6 Trendline;2012;Capital Federal;Capital Federal;0;Manual
135980;1763409;ARS;used;Volkswagen;5;Nafta;96545;Suran;1.6 Highline 16v L/14;2014;Capital Federal;Capital Federal;0;Manual
183929;2009042;ARS;used;Volkswagen;5;Nafta;70502;Suran;1.6 Highline I-Motion 16v L/14;2014;Capital Federal;Capital Federal;0;Automática
135881;1982938;ARS;used;Volkswagen;5;Nafta;41500;Suran;1.6 Comfortline;2016;Capital Federal;Capital Federal;0;Manual
182742;2596305;ARS;used;Volkswagen;5;Nafta;;Suran;1.6 Highline I-Motion 16v;2016;Capital Federal;Capital Federal;0;Automática
182991;3132052;ARS;used;Volkswagen;5;Nafta;76199;Suran;1.6 Highline I-Motion 16v L/14;2017;Capital Federal;Capital Federal;0;Automática
164473;2228330;ARS;used;Volkswagen;5;Nafta;62000;Suran;1.6 Comfortline 16v L/17;2017;Capital Federal;Capital Federal;0;Manual
135909;2863268;ARS;used;Volkswagen;4;Nafta;57315;Vento;2.0 Advance 115cv L/15;2016;Capital Federal;Capital Federal;0;Manual
163559;3705480;ARS;used;Volkswagen;5;Nafta;54881;Golf;1.4 Comfortline Tsi Dsg L/17;2017;Capital Federal;Capital Federal;0;Automática
135978;4554014;ARS;used;Volkswagen;4;Diesel;92740;Amarok;2.0 Cd Trendline 180cv 4x2 L/15;2015;Capital Federal;Capital Federal;0;Manual
142044;7099490;ARS;used;Volkswagen;4;Diesel;46000;Amarok;3.0 Cd V6 Comfortline 4Motion;2018;Capital Federal;Capital Federal;0;Automática
182769;2857620;ARS;used;Peugeot;5;Nafta;36694;208;1.6 Allure Touchscreen;2016;Capital Federal;Capital Federal;0;Manual
175875;2118116;ARS;used;Renault;4;Nafta;81733;Logan;1.6 Privilége 105cv;2016;Capital Federal;Capital Federal;0;Manual
178039;1990983;ARS;used;Renault;4;Nafta;71553;Logan;1.6 Privilége Plus 105cv;2016;Capital Federal;Capital Federal;0;Manual
178327;2919786;ARS;used;Nissan;4;Nafta;76195;Versa;1.6 Sense At;2018;Capital Federal;Capital Federal;0;Automática
177992;2920069;ARS;used;Nissan;4;Nafta;71458;Versa;1.6 Sense At;2018;Capital Federal;Capital Federal;0;Automática
179489;2987372;ARS;used;Nissan;4;Nafta;56000;Versa;1.6 Sense AT;2019;Capital Federal;Capital Federal;0;Automática
185053;5038087;ARS;used;Chevrolet;4;Nafta;13232;Cruze II;1.4 Sedan Premier AT L/20;2020;Capital Federal;Capital Federal;0;Automática
138357;4019323;ARS;used;Audi;4;Nafta;89356;A5;2.0T FSI SPORTBACK;2011;Capital Federal;Capital Federal;0;Automática
172089;4188343;ARS;used;Audi;5;Nafta;59267;A1;1.4 Ambition Sportback Tfsi;2017;Bs.As. G.B.A. Norte;General San Martín;1.4;Automática
183102;5136616;ARS;used;Dodge;5;Nafta;62648;Journey;2.4 Sxt 170cv (techo, Dvd, Nav);2017;Bs.As. G.B.A. Norte;General San Martín;2.4;Automática
132456;3918820;ARS;used;Bmw;5;Nafta;96844;Serie 1;1.6 118i Sport 170cv;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
185157;3206560;ARS;used;Citroën;5;Diesel;27529;Berlingo;1.6 Hdi 92 Bussines Mixto;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183735;1721653;ARS;used;Citroën;5;Nafta;92430;C3;1.5 Tendance Pack Secure I 90cv;2013;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
137570;1989299;ARS;used;Citroën;5;Nafta;42000;C3;1.5 I 90cv Tendance Pack Secure;2015;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
175299;2000568;ARS;used;Citroën;5;Nafta;64412;C3;1.5 Feel 90cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
168286;2771418;ARS;used;Citroën;5;Nafta;29836;C3;1.6 Vti 115 Feel Manual;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
165702;3476476;ARS;used;Citroën;5;Nafta;21000;C4 Cactus;1.2 Puretech 110 At6 S&s Shine;2018;Bs.As. G.B.A. Norte;General San Martín;1.2;Automática
183440;3779527;ARS;used;Citroën;5;Nafta;53274;C4 Cactus;1.6 Vti 115 Feel Pk;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
162599;2394462;ARS;used;Citroën;3;Nafta;85000;DS3;1.6 Thp 156 Sport Chic Nav;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
132525;4364696;ARS;used;Fiat;5;Nafta;25285;500X;1.4 Pop Star;2018;Bs.As. G.B.A. Norte;General San Martín;1.4;Manual
137658;1881376;ARS;used;Fiat;5;Nafta;68136;Mobi;1.0 Easy;2017;Bs.As. G.B.A. Norte;General San Martín;1;Manual
178758;1880789;ARS;used;Fiat;5;Nafta;73376;Mobi;1.0 Easy Pack Top;2017;Bs.As. G.B.A. Norte;General San Martín;1;Manual
163795;1871493;ARS;used;Fiat;5;Nafta;92000;Mobi;1.0 Easy Pack Top;2018;Bs.As. G.B.A. Norte;General San Martín;1;Manual
178837;1375643;ARS;used;Fiat;5;Nafta;93264;Palio;1.4 Fire;2014;Bs.As. G.B.A. Norte;General San Martín;1.4;Manual
184518;1900109;ARS;used;Fiat;5;Nafta;11810;Palio;1.6 Essence 115cv;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
144844;1712477;ARS;used;Fiat;5;Nafta;95286;Palio;1.4 Attractive 85cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.4;Manual
184112;2246642;ARS;used;Fiat;5;Nafta;91695;Palio;1.6 Adventure 115cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
169760;1802313;ARS;used;Fiat;5;Nafta;50469;Punto;1.6 Sporting;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182223;1563821;ARS;used;Fiat;4;Nafta;87288;Siena;1.6 El;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
172680;2246844;ARS;used;Ford;5;Nafta;78184;Ecosport;1.6 Se 110cv 4x2;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184957;2573844;ARS;used;Ford;5;Nafta;81387;Ecosport;1.6 Titanium 110cv 4x2;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
178741;2496141;ARS;used;Ford;5;Nafta;73359;Ecosport;1.6 Freestyle 110cv 4x2;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
157955;2179461;ARS;used;Ford;5;Nafta;94530;Ecosport;1.6 S 110cv 4x2;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
137462;2375558;ARS;used;Ford;5;Nafta;93032;Ecosport;1.6 S 110cv 4x2;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
180157;3105058;ARS;used;Ford;5;Nafta;97448;Ecosport;2.0 Freestyle 143 4x4;2015;Bs.As. G.B.A. Norte;General San Martín;2;Manual
183856;2979172;ARS;used;Ford;5;Nafta;98031;Ecosport;1.6 Freestyle 110cv 4x2;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
167874;2784398;ARS;used;Ford;5;Nafta;65779;Ecosport;1.5 S 123cv 4x2;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
164167;2932028;ARS;used;Ford;5;Nafta;45112;Ecosport;1.5 S 123cv 4x2;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
182888;3629935;ARS;used;Ford;5;Nafta;85650;Ecosport;1.5 Se 123cv 4x2 Manual;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
150391;2884965;ARS;used;Ford;5;Diesel;94000;Ecosport;1.5 D Se 100cv 4x2;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
180317;4628029;ARS;used;Ford;5;Nafta;36732;Ecosport;1.5 Titanium 123cv 4x2 Manual;2020;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
175599;4383910;ARS;used;Ford;5;Nafta;20350;Ecosport;1.5 Titanium 123cv 4x2 Manual;2021;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
184152;2087045;ARS;used;Ford;5;Nafta;81730;Fiesta Kinetic Design;1.6 Design 120cv Titanium;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
162220;2375414;ARS;used;Ford;4;Nafta;65714;Fiesta Kinetic Design;1.6 Sedan Titanium Powershift 120cv;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
173051;1871845;ARS;used;Ford;5;Nafta;98513;Fiesta Kinetic Design;1.6 S 120cv;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182909;2187577;ARS;used;Ford;5;Nafta;78150;Fiesta Kinetic Design;1.6 Se 120cv;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
160250;1883138;ARS;used;Ford;5;Nafta;98717;Fiesta Kinetic Design;1.6 Se 120cv;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182759;2442874;ARS;used;Ford;5;Nafta;28487;Fiesta Kinetic Design;1.6 S 120cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
164882;2702080;ARS;used;Ford;5;Nafta;74206;Fiesta Kinetic Design;1.6 Se;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182986;3117735;ARS;used;Ford;4;Nafta;29589;Fiesta Kinetic Design;1.6 Sedan Se Plus At 120cv;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
171700;2208828;ARS;used;Ford;5;Nafta;100000;Focus III;2.0 Se Plus Mt;2013;Bs.As. G.B.A. Norte;General San Martín;2;Manual
184648;2394975;ARS;used;Ford;5;Nafta;75286;Focus III;1.6 S;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183649;2345459;ARS;used;Ford;5;Nafta;93257;Focus III;1.6 S;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182537;2541792;ARS;used;Ford;5;Nafta;71890;Focus III;1.6 S;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
159224;2219036;ARS;used;Ford;4;Nafta;67766;Focus III;2.0 Sedan Se;2014;Bs.As. G.B.A. Norte;General San Martín;2;Manual
180382;2248226;ARS;used;Ford;4;Nafta;96428;Focus III;2.0 Sedan Se Plus Mt;2014;Bs.As. G.B.A. Norte;General San Martín;2;Manual
170934;2249418;ARS;used;Ford;5;Nafta;72234;Focus III;2.0 Se Plus Mt;2014;Bs.As. G.B.A. Norte;General San Martín;2;Manual
170563;2110076;ARS;used;Ford;5;Nafta;84000;Focus III;1.6 S L/14;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184368;2957418;ARS;used;Ford;5;Nafta;62510;Focus III;2.0 Se Plus At6 L/16;2015;Bs.As. G.B.A. Norte;General San Martín;2;Automática
157090;2477698;ARS;used;Ford;5;Nafta;76739;Focus III;2.0 Se;2016;Bs.As. G.B.A. Norte;General San Martín;2;Manual
184263;2908707;ARS;used;Ford;5;Nafta;79182;Focus III;1.6 S;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
163290;2931839;ARS;used;Ford;5;Nafta;67603;Focus III;2.0 Se;2017;Bs.As. G.B.A. Norte;General San Martín;2;Manual
174938;3207130;ARS;used;Ford;5;Nafta;44885;Focus III;2.0 Se;2017;Bs.As. G.B.A. Norte;General San Martín;2;Manual
185156;3147367;ARS;used;Ford;4;Nafta;76274;Focus III;2.0 Sedan Se;2017;Bs.As. G.B.A. Norte;General San Martín;2;Manual
167235;3553213;ARS;used;Ford;5;Nafta;32483;Focus III;2.0 Se Plus At6;2017;Bs.As. G.B.A. Norte;General San Martín;2;Automática
165955;3100872;ARS;used;Ford;5;Nafta;63795;Focus III;2.0 Se Plus At6;2017;Bs.As. G.B.A. Norte;General San Martín;2;Automática
178744;3216710;ARS;used;Ford;5;Nafta;73309;Focus III;2.0 Se Plus Mt;2017;Bs.As. G.B.A. Norte;General San Martín;2;Manual
159477;3434773;ARS;used;Ford;4;Nafta;29630;Focus III;2.0 Sedan Se At6;2018;Bs.As. G.B.A. Norte;General San Martín;2;Automática
164423;3873676;ARS;used;Ford;5;Nafta;58000;Focus III;2.0 Titanium Mt;2019;Bs.As. G.B.A. Norte;General San Martín;2;Manual
146471;2157707;ARS;used;Ford;5;Nafta;93652;Ka;1.5 Se 5 p;2017;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
182878;2491650;ARS;used;Ford;4;Nafta;71853;Ka;1.5 Sel 4 p;2017;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
185237;2365562;ARS;used;Ford;5;Nafta;30817;Ka;1.5 S 5 p;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
161961;2208423;ARS;used;Ford;4;Nafta;55691;Ka;1.5 Se 4 p;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
181202;2355641;ARS;used;Ford;5;Nafta;49203;Ka;1.5 Se 5 p;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
153310;2445831;ARS;used;Ford;5;Nafta;27591;Ka;1.5 Sel 5 p;2018;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
162974;4756094;ARS;used;Ford;4;Nafta;73008;Mondeo;2.0 Titanium Ecoboost At 240cv;2018;Bs.As. G.B.A. Norte;General San Martín;2;Automática
174863;4636654;ARS;used;Ford;4;Nafta;93063;Mondeo;2.0 Titanium Ecoboost At 240cv;2018;Bs.As. G.B.A. Norte;General San Martín;2;Automática
169020;5255700;ARS;used;Ford;4;Diesel;81000;Ranger;3.2 Cd Xls Tdci 200cv Manual 4x2;2017;Bs.As. G.B.A. Norte;General San Martín;3.2;Manual
183005;6747844;ARS;used;Ford;4;Diesel;22096;Ranger;3.2 Cd Xls Tdci 200cv Manual 4x2;2020;Bs.As. G.B.A. Norte;General San Martín;3.2;Manual
132436;4177424;ARS;used;Honda;4;Nafta;100470;Civic;2.0 Ex 2017;2017;Bs.As. G.B.A. Norte;General San Martín;2;Automática
149893;3973802;ARS;used;Honda;4;Nafta;85348;Civic;2.0 Ex-l 2017;2017;Bs.As. G.B.A. Norte;General San Martín;2;Automática
171292;5107678;ARS;used;Honda;4;Nafta;51075;Civic;2.0 Ex-l 2017;2019;Bs.As. G.B.A. Norte;General San Martín;2;Automática
177972;3696105;ARS;used;Honda;5;Nafta;94581;Hr-V;1.8 Lx 2wd Cvt;2016;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
137032;4402562;ARS;used;Honda;5;Nafta;26000;Hr-V;1.8 Lx 2wd Cvt;2018;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
152911;6376836;ARS;used;Honda;5;Nafta;28554;Hr-V;1.8 Ex-l 2wd Cvt;2020;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
169008;4930638;ARS;used;Honda;5;Nafta;87000;Cr-V;2.4 Lx 2wd 175cv Cvt;2016;Bs.As. G.B.A. Norte;General San Martín;2.4;Automática
136998;5406508;ARS;used;Jeep;5;Nafta;64476;Compass;2.4 Sport;2018;Bs.As. G.B.A. Norte;General San Martín;2.4;Manual
165946;6190975;ARS;used;Jeep;5;Nafta;16688;Compass;2.4 Sport;2020;Bs.As. G.B.A. Norte;General San Martín;2.4;Manual
156560;5827362;ARS;used;Jeep;5;Nafta;23577;Compass;2.4 Sport;2020;Bs.As. G.B.A. Norte;General San Martín;2.4;Manual
149882;3523919;ARS;used;Jeep;5;Nafta;82057;Renegade;1.8 Sport Plus;2016;Bs.As. G.B.A. Norte;General San Martín;1.8;Manual
166840;3408607;ARS;used;Jeep;5;Nafta;60314;Renegade;1.8 Sport;2017;Bs.As. G.B.A. Norte;General San Martín;1.8;Manual
168935;4067885;ARS;used;Jeep;5;Nafta;59137;Renegade;1.8 Sport At Plus;2017;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
155471;4740213;ARS;used;Jeep;5;Nafta;71343;Renegade;1.8 Longitude At6;2018;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
182366;4355938;ARS;used;Jeep;5;Nafta;18522;Renegade;1.8 Sport;2019;Bs.As. G.B.A. Norte;General San Martín;1.8;Manual
172137;5209120;ARS;used;Jeep;5;Nafta;28143;Renegade;1.8 Longitude At6;2020;Bs.As. G.B.A. Norte;General San Martín;1.8;Automática
168929;4140578;ARS;used;Jeep;5;Nafta;30682;Renegade;1.8 Sport;2020;Bs.As. G.B.A. Norte;General San Martín;1.8;Manual
150420;3518941;ARS;used;Nissan;5;Nafta;73320;Kicks;1.6 Advance Cvt 120cv;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
172477;4575782;ARS;used;Nissan;5;Nafta;33498;Kicks;1.6 Exclusive 120cv;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
177993;2128687;ARS;used;Nissan;5;Nafta;95537;March;1.6 Active 107cv;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183860;2345077;ARS;used;Nissan;5;Nafta;48727;March;1.6 Active 107cv;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
177316;2257927;ARS;used;Nissan;5;Nafta;87369;Note;1.6 Sense 110cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
180677;1981360;ARS;used;Nissan;4;Nafta;75825;Versa;1.6 Sense;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183662;2276538;ARS;used;Nissan;4;Nafta;65189;Versa;1.6 Sense Mt;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
178768;2099050;ARS;used;Nissan;4;Nafta;89295;Versa;1.6 Sense;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
173034;2553558;ARS;used;Nissan;4;Nafta;68886;Versa;1.6 Sense Mt;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
175560;3821385;ARS;used;Nissan;4;Nafta;9007;Versa;1.6 Advance Mt;2021;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184135;1238288;ARS;used;Peugeot;5;Nafta;31571;207;1.6 Xs;2011;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
167394;1248780;ARS;used;Peugeot;5;Nafta;94290;207;1.6 Xt;2011;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
176460;1852089;ARS;used;Peugeot;5;Nafta;100000;208;1.6 Allure;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183469;2432591;ARS;used;Peugeot;5;Nafta;99312;208;1.6 Feline;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184311;2286420;ARS;used;Peugeot;5;Nafta;60698;208;1.5 Allure Touchscreen;2015;Bs.As. G.B.A. Norte;General San Martín;1.5;Manual
183830;2246689;ARS;used;Peugeot;5;Nafta;;208;1.6 Allure Touchscreen;2015;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
183218;2672333;ARS;used;Peugeot;5;Nafta;70527;208;1.6 Feline Pack Cuir;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182398;2858256;ARS;used;Peugeot;5;Nafta;73611;208;1.6 Feline Pack Cuir;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
182035;2454612;ARS;used;Peugeot;5;Nafta;53439;208;1.6 Active;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
181968;3236568;ARS;used;Peugeot;5;Nafta;56726;208;1.6 Gt Thp;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
174945;2832644;ARS;used;Peugeot;5;Nafta;46809;208;1.6 Allure Tiptronic;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
184965;3364861;ARS;used;Peugeot;5;Nafta;42009;208;1.6 Feline;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
181844;3580137;ARS;used;Peugeot;5;Nafta;45454;208;1.6 Feline;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
173873;3070789;ARS;used;Peugeot;5;Nafta;42283;208;1.6 Feline;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183240;3206077;ARS;used;Peugeot;5;Nafta;66738;208;1.6 Urban Tech;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184663;4117219;ARS;used;Peugeot;5;Diesel;36239;208;1.6 Allure Plus Hdi;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
178746;3942572;ARS;used;Peugeot;5;Nafta;8000;208;1.6 Feline Tiptronic;2020;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
173538;2287743;ARS;used;Peugeot;4;Nafta;30366;301;1.6 Allure;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183310;2118226;ARS;used;Peugeot;5;Nafta;85269;308;1.6 Allure Nav 115cv;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
183523;3240998;ARS;used;Peugeot;5;Nafta;43712;308;1.6 Allure;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
162608;3257824;ARS;used;Peugeot;5;Nafta;77002;308;1.6 Feline Thp 163cv Tiptronic;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
136675;3110691;ARS;used;Peugeot;5;Nafta;76025;308;1.6 Feline Thp 163cv Tiptronic;2017;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
179956;2810714;ARS;used;Peugeot;5;Nafta;52000;308;1.6 Active;2018;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
153734;3269617;ARS;used;Peugeot;5;Nafta;52449;308;1.6 Allure Pack;2019;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
184595;1820647;ARS;used;Peugeot;4;Nafta;;408;2.0 Allure Plus 143cv Tiptronic;2011;Bs.As. G.B.A. Norte;General San Martín;2;Automática
182840;1940163;ARS;used;Peugeot;4;Nafta;57089;408;2.0 Allure Plus 143cv Tiptronic;2011;Bs.As. G.B.A. Norte;General San Martín;2;Automática
179045;1840913;ARS;used;Peugeot;4;Nafta;76464;408;2.0 Allure Tiptronic Nav 143cv;2012;Bs.As. G.B.A. Norte;General San Martín;2;Automática
183456;2177050;ARS;used;Peugeot;4;Nafta;69000;408;1.6 Sport Thp 163cv;2013;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
136759;2217024;ARS;used;Peugeot;4;Nafta;78701;408;1.6 Sport Thp 163cv;2014;Bs.As. G.B.A. Norte;General San Martín;1.6;Automática
131846;1923811;ARS;used;Peugeot;4;Nafta;67000;408;2.0 Allure Nav 143cv;2015;Bs.As. G.B.A. Norte;General San Martín;2;Manual
169752;2672222;ARS;used;Peugeot;4;Nafta;68166;408;1.6 Allure Plus Thp 163cv;2016;Bs.As. G.B.A. Norte;General San Martín;1.6;Manual
